006c766c,FUN_006c766c,n
007051d0,ChangeSettingCommand::setup,n
007057f0,ChangeSettingCommand::execute,n
00705a00,DedicatedWSServerCommand::setup,n
00705c80,DedicatedWSServerCommand::execute,n
0070614e,FUN_0070614e,n
00706300,GetEduServerInfoCommand::setup,n
007064e0,GetEduServerInfoCommand::execute,n
00706500,SaveCommand::saveHold,n
00706b00,TaskResult::TaskResult,n
00706bc0,SaveCommand::saveResume,n
00706f10,SaveCommand::saveState,n
00707950,SaveCommand::setup,n
00707c10,SaveCommand::execute,n
007088f0,Bedrock::NonOwnerPointer&lt;class_ServerInstance&gt;::~NonOwnerPointer&lt;class_ServerInstance&gt;,n
00709560,CommandRegistry::addEnumValues&lt;enum_ChangeSettingCommand::Settingstruct_CommandRegistry::DefaultIdConverter&lt;enum_ChangeSettingCommand::Setting&gt;_&gt;,n
00709760,CommandRegistry::registerOverload&lt;class_ChangeSettingCommandclass_CommandParameterDataclass_CommandParameterData&gt;,n
007098c0,CommandOutput::set&lt;char_const*___ptr64&gt;,n
00709a60,CommandRegistry::registerOverload&lt;class_DedicatedWSServerCommandclass_CommandParameterData&gt;,n
00709be0,CommandOutput::set&lt;class_std::basic_string&lt;charstruct_std::char_traits&lt;char&gt;class_std::allocator&lt;char&gt;_&gt;_&gt;,n
00709db0,CommandOutput::set&lt;int&gt;,n
00709f00,CommandRegistry::addEnumValues&lt;enum_SaveCommand::Modestruct_CommandRegistry::DefaultIdConverter&lt;enum_SaveCommand::Mode&gt;_&gt;,n
0070a100,CommandRegistry::registerOverload&lt;class_SaveCommandclass_CommandParameterData&gt;,n
0070aac0,type_id&lt;class_CommandRegistryenum_ChangeSettingCommand::Setting&gt;,n
0070ab50,CommandRegistry::parseEnum&lt;enum_TitleCommand::Modestruct_CommandRegistry::DefaultIdConverter&lt;enum_TitleCommand::Mode&gt;_&gt;,n
0070ab80,CommandRegistry::allocateCommand&lt;class_ChangeSettingCommand&gt;,n
0070ada0,CommandRegistry::buildOverload&lt;class_CommandParameterData&gt;,n
0070ae20,CommandRegistry::allocateCommand&lt;class_DedicatedWSServerCommand&gt;,n
0070ae90,CommandRegistry::allocateCommand&lt;class_GetEduServerInfoCommand&gt;,n
0070b0b0,type_id&lt;class_CommandRegistryenum_SaveCommand::Mode&gt;,n
0070b140,CommandRegistry::allocateCommand&lt;class_SaveCommand&gt;,n
0070b400,X509_get_serialNumber,n
0070b600,gsl::basic_string_span&lt;char_const_-1&gt;::remove_z,n
0070b6d0,type_id&lt;class_CommandRegistrybool&gt;,n
0070b760,type_id&lt;class_CommandRegistryenum_Difficulty&gt;,n
0070b7f0,type_id&lt;class_CommandRegistryint&gt;,n
0070b880,type_id&lt;class_CommandRegistryclass_CommandMessage&gt;,n
0070b9f0,_guard_check_icall,n
0070c770,gsl::details::terminate,n
0070c7c0,EVP_PKEY_CTX_get0_pkey,n
0070c840,ServerFileChunkUploader::getInitErrorCode,n
0070c850,_get_startup_commit_mode,n
0070d1a0,StopCommand::setup,n
0070d370,StopCommand::execute,n
0070d380,IJsonSerializable::~IJsonSerializable,n
0070d3c0,WhitelistCommand::setup,n
0070d920,WhitelistCommand::execute,n
0070e6c0,AllowListEntry::~AllowListEntry,n
0070e6f0,SPSCQueue&lt;class_std::basic_string&lt;charstruct_std::char_traits&lt;char&gt;class_std::allocator&lt;char&gt;_&gt;512&gt;::~SPSCQueue&lt;class_std::basic_string&lt;charstruct_std::char_traits&lt;char&gt;class_std::allocator&lt;char&gt;_&gt;512&gt;,n
0070e7a0,SPSCQueue&lt;class_std::basic_string&lt;charstruct_std::char_traits&lt;char&gt;class_std::allocator&lt;char&gt;_&gt;512&gt;::SPSCQueue&lt;class_std::basic_string&lt;charstruct_std::char_traits&lt;char&gt;class_std::allocator&lt;char&gt;_&gt;512&gt;,n
0070e900,SPSCQueue&lt;class_std::basic_string&lt;charstruct_std::char_traits&lt;char&gt;class_std::allocator&lt;char&gt;_&gt;512&gt;::make_block,n
0070e980,CommandRegistry::addEnumValues&lt;enum_WhitelistCommand::Actionstruct_CommandRegistry::DefaultIdConverter&lt;enum_WhitelistCommand::Action&gt;_&gt;,n
0070ebd0,SPSCQueue&lt;class_std::basic_string&lt;charstruct_std::char_traits&lt;char&gt;class_std::allocator&lt;char&gt;_&gt;512&gt;::try_dequeue&lt;class_std::basic_string&lt;charstruct_std::char_traits&lt;char&gt;class_std::allocator&lt;char&gt;_&gt;_&gt;,n
0070ed50,SPSCQueue&lt;class_std::basic_string&lt;charstruct_std::char_traits&lt;char&gt;class_std::allocator&lt;char&gt;_&gt;512&gt;::inner_enqueue&lt;0class_std::basic_string&lt;charstruct_std::char_traits&lt;char&gt;class_std::allocator&lt;char&gt;_&gt;_const&amp;___ptr64&gt;,n
0070f090,CommandRegistry::allocateCommand&lt;class_StopCommand&gt;,n
0070f100,type_id&lt;class_CommandRegistryenum_WhitelistCommand::Action&gt;,n
0070f190,CommandRegistry::allocateCommand&lt;class_WhitelistCommand&gt;,n
0070f2e0,type_id&lt;class_CommandRegistryclass_std::basic_string&lt;charstruct_std::char_traits&lt;char&gt;class_std::allocator&lt;char&gt;_&gt;_&gt;,n
0070f9a0,__vcrt_initialize,n
0070f9b0,IMinecraftApp::~IMinecraftApp,n
0070f9f0,Bedrock::EnableNonOwnerReferences::EnableNonOwnerReferences,n
0070fa50,Bedrock::EnableNonOwnerReferences::~EnableNonOwnerReferences,n
0070fab0,Core::PathPart::PathPart,n
0070faf0,PackIdVersion::~PackIdVersion,n
0070fb20,SemVersion::SemVersion,n
0070fbe0,Core::File::~File,n
0070fc60,Core::File::write,n
0070fc80,Core::InputFileStream::InputFileStream,n
0070fe40,NetworkAddress::isValid,n
0070fe60,LocalConnector::getLocalIp,n
0070fec0,ServerContentKeyProvider::getContentKey,n
0070ff60,ServerInstance::setLevelCorruptionCallback,n
0070ffb0,EducationLevelSettings::~EducationLevelSettings,n
00710010,EducationLocalLevelSettings::~EducationLocalLevelSettings,n
00710020,EducationLevelSettings::EducationLevelSettings,n
00710100,_ProfilerLiteTimer::_ProfilerLiteTimer,n
007102b0,_ProfilerLiteTimer::~_ProfilerLiteTimer,n
00710380,GameRule::~GameRule,n
007103f0,DedicatedServer::DedicatedServer,n
00710550,DedicatedServer::~DedicatedServer,n
00710680,?stop@DedicatedServer@@UEAA_NXZ,n
00710720,DedicatedServer::initializeLogging,n
00710d80,DedicatedServer::initalizeAppConfigs,n
00710f30,DedicatedServer::start,n
00713db0,gsl::make_not_null&lt;class_ServerInstance*___ptr64&gt;,n
00713e00,PropertiesSettings::~PropertiesSettings,n
00713ed0,AllowListFile::~AllowListFile,n
00713f20,LevelSettings::~LevelSettings,n
00713fd0,GameRules::~GameRules,n
00713fe0,PackInstance::~PackInstance,n
00714000,gsl::not_null&lt;class_Bedrock::NonOwnerPointer&lt;class_SoundPlayerInterface&gt;_&gt;::~not_null&lt;class_Bedrock::NonOwnerPointer&lt;class_SoundPlayerInterface&gt;_&gt;,n
00714010,ServerInstance::__autoclassinit2,n
00714050,LevelSettings::LevelSettings,n
007142d0,ProfilerLite::ScopedData::~ScopedData,n
00714330,_ProfilerLiteTimer::__autoclassinit2,n
00714360,PackReport::~PackReport,n
007143f0,X509_CRL_get_issuer,n
00714400,EC_KEY_get0_public_key,n
00714410,DedicatedServer::isEduMode,n
00714480,CMS_SignerInfo_get0_pkey_ctx,n
00714490,DedicatedServerCommands::setupStandaloneServer,n
00714520,PropertiesSettings::PropertiesSettings,n
00716030,PropertiesSettings::getOpPermissionLevel,n
00716050,PropertiesSettings::getRemoteServerCommunicationEndpoint,n
00716090,PropertiesSettings::parseBoolValue,n
007160e0,ServiceRegistrationToken&lt;struct_ChunkPerformanceData&gt;::~ServiceRegistrationToken&lt;struct_ChunkPerformanceData&gt;,n
00716250,ServiceLocator&lt;struct_ChunkPerformanceData&gt;::set,n
00716550,ServiceReference&lt;class_AppConfigs&gt;::~ServiceReference&lt;class_AppConfigs&gt;,n
00716620,ServiceLocator&lt;class_AppConfigs&gt;::get,n
00716a10,WeightedBiomeAttributes&lt;struct_MutateBiomeTransformation&gt;::~WeightedBiomeAttributes&lt;struct_MutateBiomeTransformation&gt;,n
00716a20,ServiceReference&lt;class_AppPlatform&gt;::operator-&gt;,n
00716a40,ServiceReference&lt;class_AppPlatform&gt;::~ServiceReference&lt;class_AppPlatform&gt;,n
00716b10,ServiceLocator&lt;class_AppPlatform&gt;::get,n
00716bf0,ServiceRegistrationToken&lt;class_ContentLog&gt;::~ServiceRegistrationToken&lt;class_ContentLog&gt;,n
00716dd0,ServiceRegistrationToken&lt;class_AppConfigs&gt;::~ServiceRegistrationToken&lt;class_AppConfigs&gt;,n
00717200,?_Tidy@?$vector@VGameRule@@V?$allocator@VGameRule@@@std@@@std@@AEAAXXZ,n
007173e0,?_Tidy@?$vector@UPackInstanceId@@V?$allocator@UPackInstanceId@@@std@@@std@@AEAAXXZ,n
007178d0,EventCoordinator&lt;class_ActorEventListener&gt;::~EventCoordinator&lt;class_ActorEventListener&gt;,n
007179d0,??1?$_Hash@V?$_Umap_traits@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@W4PlayerPermissionLevel@@V?$_Uhash_compare@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@U?$hash@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@2@U?$equal_to@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@2@@2@V?$allocator@U?$pair@$$CBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@W4PlayerPermissionLevel@@@std@@@2@$0A@@std@@@std@@QEAA@XZ,n
00717cf0,Bedrock::NonOwnerPointer&lt;class_AppPlatform&gt;::_get,n
007182d0,ServiceRegistrationToken&lt;class_AppConfigs&gt;::unregister,n
00718440,Core::PathBuffer&lt;class_std::basic_string&lt;charstruct_std::char_traits&lt;char&gt;class_std::allocator&lt;char&gt;_&gt;_&gt;::getUtf8StringSpan,n
00718480,Core::PathBuffer&lt;class_Core::StackString&lt;char1024&gt;_&gt;::PathBuffer&lt;class_Core::StackString&lt;char1024&gt;_&gt;,n
007184c0,Core::PathBuffer&lt;class_Core::StackString&lt;char1024&gt;_&gt;::PathBuffer&lt;class_Core::StackString&lt;char1024&gt;_&gt;,n
007184f0,gsl::to_string&lt;char_const_-1&gt;,n
00718530,Core::Path::Path&lt;class_std::basic_string&lt;charstruct_std::char_traits&lt;char&gt;class_std::allocator&lt;char&gt;_&gt;_&gt;,n
007185e0,ServiceRegistrationToken&lt;class_ContentLog&gt;::unregister,n
00718a80,Core::Path::Path&lt;class_Core::StackString&lt;char1024&gt;_&gt;,n
007190e0,gsl::not_null&lt;class_Bedrock::NonOwnerPointer&lt;class_ServerInstanceEventCoordinator&gt;_&gt;::not_null&lt;class_Bedrock::NonOwnerPointer&lt;class_ServerInstanceEventCoordinator&gt;_&gt;&lt;class_ServerInstanceEventCoordinator*___ptr64void&gt;,n
007194e0,ServiceRegistrationToken&lt;struct_ChunkPerformanceData&gt;::unregister,n
0071a2c0,Core::StackString&lt;char1024&gt;::StackString&lt;char1024&gt;,n
0071a330,PackSourceReport::~PackSourceReport,n
0071a410,Core::StackString&lt;char1024&gt;::_append,n
0071ac90,PackInstanceId::~PackInstanceId,n
0071bb60,GameRule::GameRule,n
0071bdd0,RunTime::fnv1aHash,n
0071c400,mce::Math::clamp,n
0071c470,??1?$vector@VChunkBlockPos@@V?$allocator@VChunkBlockPos@@@std@@@std@@QEAA@XZ,n
0071c930,VanillaGameModuleDedicatedServer::createGameModuleServer,n
0071ca00,VanillaGameModuleDedicatedServer::createInPackagePacks,n
0071ca60,VanillaGameModuleDedicatedServer::registerMolangQueries,n
0071ca70,main,n
0071ce96,FUN_0071ce96,n
0071ce9d,FUN_0071ce9d,n
0071cea4,FUN_0071cea4,n
0071d3d0,FUN_0071d3d0,n
0071d3d6,FUN_0071d3d6,n
0071d3f0,ServerMetrics::~ServerMetrics,n
0071d430,NetworkIdentifier::operator,n
0071d4a0,ExtendedCertificate::getXuid,n
0071d6d0,ServerMetricsImpl::ServerMetricsImpl,n
0071d9c0,??1?$_Hash@V?$_Umap_traits@VNetworkIdentifier@@UDataTransferred@ServerMetricsImpl@@V?$_Uhash_compare@VNetworkIdentifier@@U?$hash@VNetworkIdentifier@@@std@@U?$equal_to@VNetworkIdentifier@@@3@@std@@V?$allocator@U?$pair@$$CBVNetworkIdentifier@@UDataTransferred@ServerMetricsImpl@@@std@@@5@$0A@@std@@@std@@QEAA@XZ,n
0071da80,ServerMetricsImpl::sendPeriodicMetrics,n
0071db20,ServerMetricsImpl::sendPeriodicMetricsInternal,n
0071e130,ServerMetricsImpl::sendServerTickTime,n
0071e2c0,moodycamel::ConcurrentQueue&lt;class_std::unique_ptr&lt;class_LevelChunkstruct_LevelChunkFinalDeleter&gt;struct_moodycamel::ConcurrentQueueDefaultTraits&gt;::~ConcurrentQueue&lt;class_std::unique_ptr&lt;class_LevelChunkstruct_LevelChunkFinalDeleter&gt;struct_moodycamel::ConcurrentQueueDefaultTraits&gt;,n
0071e4e0,moodycamel::ConcurrentQueue&lt;class_std::unique_ptr&lt;class_LevelChunkstruct_LevelChunkFinalDeleter&gt;struct_moodycamel::ConcurrentQueueDefaultTraits&gt;::ImplicitProducerKVP::ImplicitProducerKVP,n
0071ecd0,Vec3::Vec3,n
0071ece0,entt::internal::type_index::next,n
0071ecf0,ServiceReference&lt;class_ContentLog&gt;::__autoclassinit2,n
0071ed10,entt::internal::meta_node&lt;class_OnUseOnItemComponent&gt;::compare,n
0071ed20,Block::getLegacyBlock,n
0071ed40,gsl::basic_string_span&lt;char_const_-1&gt;::basic_string_span&lt;char_const_-1&gt;&lt;6&gt;,n
0071ed90,EducationMetadataError::~EducationMetadataError,n
0071eda0,BlockGraphics::getForBlock,n
0071efb0,TextureAtlasItem::~TextureAtlasItem,n
